gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn
1,0,1,0,1,1,0,31,235.0992659938536,1.0,1,0.9738344685858789,0.5502849081008999,1
0,1,1,1,1,1,0,25,254.79803358463138,1.0,1,0.4582555774679724,0.44656164429724937,0
1,1,0,0,1,12,1,32,231.3415397907338,10.0,2,2.3034199553453902,2.2840959269452235,0
0,0,0,0,1,6,0,29,138.79924403742478,6.0,0,1.8729408918779231,2.0129160654935427,1
1,0,1,0,1,1,1,28,162.55456456434447,1.0,1,1.11028845707887,1.1744855327659098,0
1,1,0,0,1,1,1,34,7.540132676980518,1.0,10,2.171613310156107,2.057809662003997,0
1,0,1,0,1,1,0,33,85.16550229006472,1.0,2,1.1623865758546001,1.1713054369691651,0
0,0,0,0,0,1,0,25,59.880380930851686,1.0,0,1.4034844635468628,2.463702782900136,1
1,0,1,0,1,6,0,29,291.7312753504424,5.0,0,0.0,0.0,1
0,1,0,0,1,12,1,28,5.865051308080439,9.0,7,1.3528004355223553,1.316758784003043,0
1,1,1,1,1,12,0,28,243.8207002866404,12.0,4,0.9152334018950924,0.8502862985811935,0
1,1,1,1,0,1,0,32,161.47406989868878,1.0,0,1.7009807840654572,1.3408570516149736,1
0,1,0,0,1,6,0,34,184.6931236973552,6.0,7,1.52040715790207,1.5413463311071198,0
0,1,0,0,1,6,1,27,227.86063342991784,6.0,4,2.515823611144828,2.504537284981847,0
1,1,0,0,0,1,0,26,73.70488062420708,1.0,6,0.7706409023809214,0.4472650318654215,1
1,0,0,0,1,1,0,33,262.71747286475966,1.0,9,3.46336356743842,3.5978630478792324,0
1,1,0,0,1,1,0,32,96.91721282537708,1.0,2,1.0249496800378504,0.9065171189817901,1
0,1,0,0,1,1,0,28,226.23141041910444,1.0,6,0.4852549953585394,0.398128545468232,0
0,1,1,1,1,12,0,29,10.804310442202306,12.0,2,1.5870116110503345,1.5952250029862822,0
1,1,1,1,1,12,1,35,161.989847247568,12.0,4,2.586389240078054,2.66129491918179,0
0,1,0,0,1,1,0,25,322.65654787308245,1.0,3,2.0866801872970435,2.207409810641474,0
1,1,0,0,1,6,1,30,172.19943740262332,6.0,3,2.0573506141918423,2.026214820457785,0
1,0,1,0,0,12,0,29,89.65779449812035,12.0,1,3.5215020511386634,3.3681368682113098,0
1,1,1,0,1,12,1,37,194.23515075203582,12.0,5,1.208614381367461,1.2140854655564786,0
1,1,0,0,1,1,0,36,79.29361848882044,1.0,12,1.604291845573584,1.645825408314718,0
0,0,1,0,1,1,0,22,66.70614985018169,1.0,3,1.8532676680184168,2.07571927954018,1
1,1,0,0,1,1,0,32,154.3411191967422,1.0,0,2.015868105616156,0.8723748441188264,1
1,0,0,0,1,6,0,32,264.7647420446215,6.0,2,0.053519430431405716,0.03331052989655837,0
0,0,1,0,1,6,0,30,208.80618511574767,6.0,3,3.0416046203876617,3.110076817789317,0
1,1,1,1,1,1,1,29,175.52462363115475,1.0,5,1.0190217458217279,1.017565050274968,0
0,1,1,1,1,12,0,30,157.44673126842932,11.0,1,2.076114091220589,2.099662224144163,0
1,1,0,0,1,12,0,28,416.7071747042405,7.0,6,3.486852743640963,3.5904443382122504,0
1,1,1,1,1,12,1,32,207.524673359496,9.0,1,0.07393214435487394,0.05415837225202568,0
1,1,0,0,1,1,0,31,329.54612276586613,1.0,1,2.6572141694696194,2.7075474106192594,0
0,1,1,1,0,1,1,26,142.5417175113823,1.0,0,1.0152820552008746,0.5796092319974153,1
1,1,0,0,1,12,1,30,77.06225564547923,11.0,3,1.6990115564979946,1.7535809768468986,0
0,1,1,1,1,6,0,26,54.69421089191693,6.0,9,2.531159142810844,2.4468416890583,0
1,1,1,1,1,12,1,26,9.423026461182415,7.0,6,1.9550516008299943,2.0725866215365936,0
0,1,0,0,1,1,0,29,34.99031404544924,1.0,0,0.7213526713929127,0.9312736978082226,1
1,1,1,0,1,1,1,30,255.54778169154147,1.0,12,4.079398614423472,4.084065021594674,0
1,0,0,0,1,1,0,22,214.41867366149242,1.0,1,1.0323862384405966,0.8683406273709459,1
0,1,1,1,1,1,0,23,174.8732368744856,1.0,0,2.331755076778549,2.6025437349470897,1
1,0,0,0,1,1,0,31,104.68044618332502,1.0,1,1.9521192413290411,2.080270202754129,1
1,1,0,0,1,1,1,32,72.80895435796623,1.0,5,0.6722669057848236,0.5775865817477115,0
0,1,1,1,1,6,0,34,75.04623523493058,5.0,5,1.4324635058331654,1.5107794637226473,0
1,1,0,1,1,1,1,31,122.05642080994387,1.0,0,1.8283412546372035,1.9772811626470967,0
0,1,0,0,1,6,0,29,143.13548853575756,5.0,4,0.0,0.0,0
1,1,1,1,1,1,1,27,229.4853857224899,1.0,0,0.6065449978443745,0.0,1
1,1,1,0,0,1,0,26,24.50648027433324,1.0,5,0.8102000549814791,0.04976688664030271,1
1,1,0,0,1,1,0,29,285.17118890712527,1.0,13,1.516261151446047,1.6721829423104977,0
0,1,1,0,1,1,1,29,299.26475178182426,1.0,4,2.1702874369350704,1.9844704055936744,0
1,1,0,1,1,12,1,29,149.51840020494063,8.0,6,2.9694612881720084,3.1500103598951417,0
1,1,0,0,1,1,0,35,126.58892173093165,1.0,8,2.4583830697916387,2.3672572536040977,0
0,1,0,0,1,1,1,29,170.71720745157273,1.0,0,1.5716664146411283,1.2639436137830606,1
0,1,0,0,1,1,0,27,243.44782695321555,1.0,1,2.3185582772767623,2.264364269376285,1
1,1,1,1,1,12,1,30,60.24556867198161,12.0,6,1.7772428455382498,1.7590833083597843,0
0,1,1,1,1,12,0,31,327.58812027967014,7.0,3,0.6749528874249242,0.7409735444788941,0
1,1,0,1,1,1,1,27,118.34535811686888,1.0,2,3.411260015847032,3.3242377416434272,0
1,1,0,1,1,1,1,29,95.66155841984995,1.0,1,2.1792498562703746,0.942721860001219,1
1,1,0,0,1,1,0,31,83.26797896668923,1.0,0,1.7077265634781928,1.653354340711663,0
0,1,1,0,1,12,0,30,357.0469424513923,11.0,4,4.0986080913904015,4.057948137185618,0
0,1,0,0,1,1,0,33,32.28790186479418,1.0,4,0.9473553934762664,0.9472708747130264,0
0,0,0,0,1,1,0,28,56.183114648977785,1.0,3,2.8965154092694085,2.9748115043408827,0
1,1,0,0,1,1,0,33,68.50358197916258,1.0,6,2.6119538987891664,2.6695651601506007,0
0,0,0,0,1,1,0,30,218.89311599494246,1.0,0,3.6211326290202015,3.4490663273308617,0
1,0,1,0,1,12,1,29,73.06104519177603,8.0,2,1.6702396738740806,1.7759602350858017,0
1,1,0,0,1,1,0,32,39.93783767837607,1.0,4,4.256038926416903,4.21491409810838,0
0,1,1,1,1,6,1,27,292.22860911894236,4.0,0,1.0475612692919922,1.0876698446313209,0
0,1,0,0,0,12,0,27,327.35373070151667,12.0,7,2.1881615400787786,2.0294190967400345,0
0,1,0,0,1,1,0,30,186.37195901184222,1.0,1,2.427950899858006,2.4844671916377186,0
0,1,0,0,1,1,0,29,121.46156881946504,1.0,1,1.0939076759678754,0.6093480449772486,1
0,1,1,0,1,1,0,26,231.16588854529374,1.0,4,0.6437481074940188,0.8713148362326104,0
1,1,1,0,1,12,0,30,174.43058712331646,11.0,9,1.696863335086217,1.6012410500461938,0
0,0,1,0,0,6,0,33,53.124270062825616,5.0,0,2.993532299480022,2.910933669513476,0
1,0,1,1,1,12,0,29,171.72584607432987,12.0,9,2.6694114034494203,2.7910690859003227,0
0,1,0,0,0,1,0,29,241.7016740555345,1.0,4,1.690379651877285,1.5950648887526482,0
1,1,1,1,1,12,1,33,235.6397654490464,9.0,6,1.5385059691761862,1.6177014901365927,0
1,1,0,0,1,1,0,27,184.1724486788892,1.0,2,1.3818421474264058,1.5885763663507633,1
0,1,1,1,1,12,1,27,111.26584600918886,12.0,5,0.7928850952572946,0.8763967341105697,0
0,1,0,0,1,1,0,32,230.0573528337177,1.0,2,1.3567633054584531,1.3049607872517928,0
0,1,1,0,1,1,0,34,46.49219971093142,1.0,0,1.0107713015838713,0.0,1
1,1,0,0,1,1,0,25,153.14317819578702,1.0,0,0.3426641667775092,0.0,1
1,1,1,0,1,6,0,30,53.38598407052636,6.0,1,0.27554220401180074,0.24809500877600946,0
0,1,1,1,1,12,1,31,186.37316604299045,12.0,3,3.0195066746929387,2.9909152993492265,0
1,1,1,1,1,6,0,32,50.69298489717524,6.0,1,0.8942010887874274,0.7424297662291456,0
0,1,1,0,0,12,1,29,271.30395924962664,11.0,1,1.0554933564818727,0.9680098326261101,0
0,1,1,0,0,6,1,29,141.13879614444704,3.0,2,0.5405685045768014,0.3361078997569328,0
1,1,1,0,1,1,0,31,180.13137194111198,1.0,5,3.80716382010512,3.7472519665228976,0
1,1,0,0,1,1,0,23,131.1115714669628,1.0,0,1.6926318901698585,2.2791150015900583,1
0,1,0,0,0,1,0,32,186.58564433799918,1.0,0,0.9816010001433804,0.0,1
0,0,0,0,1,1,0,26,7.159988650331982,1.0,4,0.6831551928943704,0.6474292151927711,0
1,1,0,0,1,1,1,25,139.98469206376043,1.0,0,2.3757179001620514,1.831001797879868,1
0,1,0,0,1,12,0,31,318.5367588526888,11.0,7,2.6344859274362813,2.6074300985394188,0
0,1,1,0,1,12,0,31,279.5139878153244,12.0,1,1.5471633572594568,1.5375224098737017,0
0,1,1,0,1,1,0,25,111.95379416730324,1.0,1,2.1251584063375284,2.2726130821342374,1
1,1,0,0,1,6,1,27,268.11727203630886,6.0,2,2.2119603704673287,2.2878754902483065,0
0,1,1,1,1,12,0,30,109.0796443434009,12.0,2,3.217037830156635,3.2726783961457384,0
1,1,0,0,1,12,0,31,252.64357646352056,8.0,4,2.7106714522841977,2.6964327813728857,0
1,1,0,0,1,1,0,34,247.79181725408387,1.0,8,1.084722802766379,0.9928766632046948,0
1,0,1,1,1,1,0,24,277.0356467212181,1.0,1,1.1569019805294658,0.13665809373976678,1
1,1,1,1,1,1,0,31,259.2449021059656,1.0,3,1.7784779497632757,1.6217390426963392,0
1,1,0,0,1,1,1,27,33.34895705215342,1.0,0,1.8330549660516944,0.006397987892825753,1
0,1,0,0,1,1,0,25,111.84578933272041,1.0,8,3.0553544380048967,3.1553893366375125,0
0,1,1,1,1,12,1,31,191.1440194124347,7.0,5,3.8261366626517175,3.762327666183237,0
1,1,1,0,1,1,1,34,190.7505073605873,1.0,1,0.0,0.0,0
1,1,0,0,0,1,0,33,32.556886044222864,1.0,15,2.580107042179027,2.764951972182003,0
1,1,1,0,1,1,1,32,207.16620910982846,1.0,3,2.9548077365200607,2.9696108724575923,0
0,0,0,0,1,1,0,30,82.25533188214428,1.0,2,1.0537086592921328,0.8320129115833063,0
1,1,0,0,1,1,0,23,48.93800229645518,1.0,1,0.5312351376081262,0.05079090231440042,1
1,1,0,0,1,1,0,36,146.1815570652607,1.0,5,3.853884499720447,3.818110227463988,0
0,1,0,0,1,6,0,33,27.91190796574705,6.0,1,2.0160156229343054,2.1578480348871234,0
0,1,1,1,1,1,0,21,41.07207142384463,1.0,1,1.4220520918699655,0.9528954012413046,1
0,1,0,0,1,1,0,26,217.2981721426605,1.0,1,1.3870798372779152,1.5335982093585367,0
1,1,1,0,1,12,0,29,87.5214008607283,11.0,6,2.3125068300709337,2.2092832225117807,0
0,1,0,1,1,1,1,36,103.17368375861952,1.0,4,0.7732412159808952,0.923840975157221,0
0,1,0,0,1,12,0,30,291.2141628160044,11.0,5,3.07474708465527,3.1468147365972365,0
1,1,1,1,1,6,1,32,296.026016900965,6.0,1,0.9933230685190544,1.0729988661372651,0
0,1,0,0,1,6,1,27,196.68546126591409,6.0,1,1.069101681696981,0.9929963451421928,0
0,1,1,0,1,1,0,30,44.27186794015736,1.0,2,1.1143415548077424,0.3395328499845527,1
1,1,1,1,1,12,0,31,14.899913231023532,12.0,7,1.8205753108610376,1.8053744683367816,0
1,0,1,0,0,1,1,28,22.271532347506035,1.0,1,0.7831060194687544,0.5187114544874789,1
0,0,0,0,1,1,0,27,185.21088525003785,1.0,6,0.7406777245180012,0.6721475178425816,0
0,1,0,0,1,12,1,30,85.5813918686716,9.0,17,2.6617450543350603,2.565624968859067,0
0,1,1,1,1,12,0,26,215.47657592028577,9.0,7,2.4542282053862268,2.229717953470921,0
1,1,0,0,1,1,1,28,79.53083110617769,1.0,4,1.2261663270177572,1.2328949899484378,0
0,1,1,0,1,12,0,26,132.33955360332587,12.0,9,3.381583407422064,3.443562730115336,0
0,1,1,1,1,1,0,30,95.80402094487127,1.0,4,1.3392309541648149,1.4190772752141658,0
0,0,0,0,1,1,0,26,119.33992739748207,1.0,2,1.7738299623462186,0.8451335105360377,1
1,0,1,0,1,6,0,30,67.21429781687213,6.0,1,0.14138721444428293,0.2780487059678245,0
0,1,0,0,1,1,0,32,166.00411591408908,1.0,7,3.723612213428898,3.6944816935643807,0
0,1,0,0,0,12,1,32,27.65726189361179,8.0,1,1.623602921242801,1.7199711123636765,0
0,1,0,1,1,6,0,34,111.64396401074532,6.0,3,1.7510590252880922,1.7965761142314176,0
0,1,0,0,1,1,0,32,158.36547436032552,1.0,2,1.8906160163628376,1.9418229813912609,0
0,1,0,0,1,1,1,37,61.26257392544929,1.0,3,0.4428478247300201,0.4504956671855511,0
1,0,0,1,1,6,1,27,268.4628026961343,6.0,5,1.0518253167536171,0.8809336724114423,0
0,1,0,0,1,1,0,31,19.295875208891967,1.0,7,3.3718475933235963,3.434645868620469,0
1,1,1,0,1,6,0,33,264.0094278422361,6.0,7,1.424129645247488,1.3607336372180487,0
1,1,0,0,1,1,1,32,28.94454578043405,1.0,2,2.8462864758039723,2.7805037064917864,0
0,1,1,0,1,1,0,29,172.37381424309916,1.0,0,2.0509586370363326,2.2145832818892,0
1,1,1,1,1,6,1,30,9.79178191412946,6.0,2,2.8443607047453576,2.96915673421588,0
1,0,0,0,1,1,0,30,74.9221835066849,1.0,2,2.218290266044708,2.182237971663445,0
0,1,0,0,1,1,1,28,178.8156290810931,1.0,1,1.322342589574934,0.6748843911748569,1
0,1,0,0,1,1,0,31,321.2138581463253,1.0,6,2.5153683997017278,2.3490600117000877,0
1,1,1,1,1,1,1,29,411.7113085850302,1.0,1,0.5232727551132157,0.5149945256648368,0
1,1,0,0,0,6,0,37,362.6004771822383,6.0,10,2.2454800107757458,2.2937169782711733,0
1,1,0,0,1,12,0,27,212.1872030601553,10.0,3,0.0635405347079665,0.0,0
0,0,0,0,1,1,0,32,8.00073629625308,1.0,1,0.8811931002995854,0.8606186905863473,1
1,1,1,0,0,1,1,27,87.369072783395,1.0,1,1.6051571893837882,0.5450593795457459,1
0,1,0,0,1,1,1,30,87.42897102196278,1.0,2,1.3566411832313396,1.4226627128765514,1
0,1,1,0,1,12,1,31,163.26080481750802,10.0,2,0.23312100765744925,0.3077194445416504,0
0,1,1,1,0,1,0,31,4.791323833846533,1.0,3,1.2192828038965555,1.0730941006359205,0
1,1,1,0,1,1,1,33,22.63539513639585,1.0,1,1.8193467220878887,1.8038138895384048,0
1,0,0,0,1,1,0,29,107.68223624663277,1.0,1,1.8620621569635516,1.0709648494655777,1
0,1,1,1,1,12,1,28,113.29911571946798,12.0,4,3.0625146417673728,3.1581083483383394,0
0,1,1,1,1,12,1,30,131.6627022446107,9.0,5,0.0,0.08970684327647699,0
1,0,1,0,1,1,0,36,304.3332705945562,1.0,2,3.738860021260305,3.776367611297121,0
0,1,0,0,1,12,0,30,165.97774217280755,12.0,3,2.8817310599475534,2.9094484043399778,0
0,1,1,1,1,12,1,35,302.878534738432,9.0,4,4.661961248469951,4.7330590768749605,0
1,1,1,0,1,1,0,31,125.6193596954305,1.0,4,0.4077973094142546,0.43714468913669857,0
0,1,1,0,1,12,1,29,42.24532509765183,12.0,12,3.2608140364674183,3.3953526869551425,0
1,1,0,0,1,1,0,25,294.95448051607366,1.0,11,1.8309765970272125,2.04669681459107,0
